value,lots,source,keep
"Chartron et Trébuchet,  Meursault",11,other,
Chateau Ausone,11,other,
Chateau Cheval Blanc,11,other,
Chateau L'Evangile,11,other,
Chateau du Tertre,11,other,
Christophe Semaska,11,other,
Château André Ziltener SA,11,other,
Château Biston Brillette,11,other,
Château Béard,11,other,
Château Chasse-Spleen,11,other,
Château Coufran,11,other,
Château Couvent des Jacobins,11,other,
Château Croizet Bages,11,other,
Château Dassault,11,other,
Château Dillon,11,other,
Château Kirwan,11,other,
"Château de L'Aumerade, Var",11,other,
Château de Rayne-Vigneau,11,other,
"Château de Villeneuve, Souzay-Champigny",11,other,
Château l'Enclos,11,other,
Château la Croix,11,other,
Clerget Christian,11,other,
Clos Lunelles,11,other,
Clos du Pèlerin,11,other,
"Cloudburst Wines, Santa Rose",11,other,
"Coche-Dury, Meursault",11,other,
Comte de Vogüe,11,other,
Concha y Toro/Rothschild,11,other,
Crystal Connoisseur Collection,11,other,
Dalla Valle Estate,11,other,
"Daniel Twardowski, Mosel",11,other,
"Delas Frères, Tournon-sur-Rhone",11,other,
Distilleria Romano Levi,11,other,
"Domaine Baron Thenard, Givry",11,other,
"Domaine Bergeret, Nolay",11,other,
"Domaine Berthelemot, Meursault",11,other,
"Domaine Billaud Simon, Chablis",11,other,
"Domaine Boyer-Martenot, Meursault",11,other,
"Domaine Charles Thomas, Nuits-Saint-Georges",11,other,
Domaine Damoy,11,other,
Domaine Fougeray de Beauclair,11,other,
Domaine Georges Noellat,11,other,
Domaine Henri Reboursau,11,other,
Domaine Hugel,11,other,
"Domaine Jean-Marc Boillot, Pommard",11,other,
Domaine Kuheiji,11,other,
"Domaine Lucie et Auguste Lignier, Nuits-Saint-Georges",11,other,
Domaine Michel Laroche,11,other,
"Domaine Rapet Père & Fils, Pernand-Vergelesses",11,other,
Domaine Roulot,11,other,
"Domaine Rémi Jobard, Meursault",11,other,
Domaine Tempier,11,other,
"Domaine Vaudoisey-Creusefond, Meursault",11,other,
Domaine de la Romanée-Conti,11,other,
Domaine du Mont d'Or,11,other,
"Dominique Laurent, Gevrey-Chambertin",11,other,
"Domäne Serrig, Mosel",11,other,
Doudet-Naudin,11,other,
"Egly-Ouriet, Ambonnay",11,other,
Elio Altare,11,other,
"Emmanuel Darnaud, La Roche de Glun",11,other,
"Fattoria Le Pupille, Grosseto",11,other,
"Francois Villard, St Michel sur Rhone",11,other,
Francs Côtes de Bordeaux,11,other,
François d'Allaines,11,other,
"Frédéric Magnien, Morey-Saint-Denis",11,other,
"Gaja, Pieve Santa Restituta",11,other,
Garnier,11,other,
"Goose Bay, South Island, Kosher for passover, Mevushal",11,other,
Guillot-Broux,11,other,
Henri Badoux SA,11,other,
Henri Richard,11,other,
"Hospices de Beaune, Laurent Richard Père & Fils",11,other,
Huet,11,other,
IGP Pays de l'Herault,11,other,
"Il Caggio, Castellina in Chianti",11,other,
Il Colombaio di Cencio,11,other,
Jean-Marc Boillot,11,other,
"Joh. Jos Prum, Mosel",11,other,
Kongsgaard Wines,11,other,
La Mondotte,11,other,
Lambrays,11,other,
Les Forts de Latour,11,other,
"Louis Benjamin - Didier Dagueneau, Saint-Andelain",11,other,
"Marchesi Antinori, Tenuta Guado al Tasso",11,other,
Marchesi di Barolo SpA,11,other,
"Montevertine, Siena",11,other,
Nudant,11,other,
"Paolo Scavino, Castiglione Falletto",11,other,
"Pauillac, 2nd wine Ch. Pichon Longueville Comtesse de Lalande",11,other,
Penfolds Barossa Valley,11,other,
"Pier Paolo Grasso, Treiso",11,other,
"Podere San Luigi, Piombino",11,other,
"Pomerol, DB",11,other,
Reims,11,other,
Ruinart,11,other,
Rémy Cointreau,11,other,
"Réserves des Diacres, Courthézon",11,other,
"Saint-Estèphe, 2nd wine Ch. Cos d'Estournel",11,other,
"Schlossgut Diel, Nahe",11,other,
"Sektkellerei Szigeti, Burgenland",11,other,
"Tenuta Fanti, Montalcino",11,other,
Thierry Mortet,11,other,
VOLG Weinkellereien,11,other,
Veuve Clicquot Posnardin,11,other,
"Weinlaubenhof Kracher, Burgenland",11,other,
"William Fèvre, Chablis",11,other,
blanc,11,other,
2e vin de Troplong Mondot,10,other,
A & Arlaud,10,other,
A.F. Gros,10,other,
"Abbaye de Lerins, Cannes",10,other,
Anjou,10,other,
Argiolas,10,other,
"Auguste Clape, Cornas",10,other,
Azelia (L. Scavino),10,other,
Azienda Agricola Montevertine,10,other,
Azienda Agricola Quintarelli Giuseppe,10,other,
Ballorin et F,10,other,
Ballot Millot,10,other,
Barge,10,other,
"Baron Phillippe de Rothschild & Robert Mondavi, Napa Valley",10,other,
"Baron de Ladoucette, Château du Nozet, Pouilly-sur-Loire",10,other,
"Barsac, 2ème Grand Crtu Classé",10,other,
Bersano Vini Srl,10,other,
Bertani,10,other,
"Billecart-Salmon, Mareuil-sur-Ay",10,other,
Blandy's,10,other,
Bodega La Conreira,10,other,
Bodegas Alion (Vega Sicilia),10,other,
Bodegas Murviedro,10,other,
Bollinger,10,other,
Bordeaux Rosé,10,other,
Botter Wines,10,other,
Bottled 02/2021,10,other,
Bottled in 1939,10,other,
Bottled in 2008,10,other,
"Bouchard Père & Fils, Château de Beaune",10,other,
Cachat-Ocquidant,10,other,
Cantina Pieve Santa Resistuta,10,other,
Canuet,10,other,
"Case Basse di Gianfranco Soldera, Montalcino",10,other,
Cave de la Côte,10,other,
Ch. Angelus,10,other,
Ch. Ducru Beaucaillou,10,other,
Ch. Pavie,10,other,
Chartron et Trébuchet,10,other,
Chateau Les Carmes Haut-Brion,10,other,
Chateau Monbousquet,10,other,
Chateau Petrus,10,other,
Château Arnauld,10,other,
Château Bastor Lamontagne,10,other,
Château Bellevue (Médoc),10,other,
Château Broustet,10,other,
Château Cambon la Pelouse,10,other,
Château Chantelune,10,other,
Château Clos des Jacobins,10,other,
Château Corbin Michotte,10,other,
Château Grand-Puy-Lacoste,10,other,
Château La Négly,10,other,
Château Malescot Saint-Exupéry,10,other,
Château Pape-Clément,10,other,
Château Sociando Mallet,10,other,
Château d'Agassac,10,other,
Château de La Dauphine,10,other,
Château de Laubade,10,other,
Château la Clotte,10,other,
Château la Gaffelière,10,other,
Château le Boscq,10,other,
"Château le Thou, Sauvian",10,other,
Clos Erasmus S.L.,10,other,
Clos Rougeard,10,other,
Clos de l'Oratoire,10,other,
Clos du Clocher,10,other,
Col di Bacche,10,other,
"Comando G, Madrid",10,other,
"Comte d'Argelas, Châteauneuf-du-Pape",10,other,
"Domaine Bachelet, Gevrey-Chambertin",10,other,
"Domaine Drouhin-Laroze, Gevrey-Chambertin",10,other,
"Domaine Follin-Arbelet, Aloxe-Corton",10,other,
Domaine Fond Croze,10,other,
"Domaine Gerard Thomas & Filles, Saint-Aubin",10,other,
"Domaine Grand Veneur, Orange",10,other,
Domaine J. L. Chave (rouge),10,other,
Domaine J.-L. Trapet,10,other,
"Domaine J.F. Coche Dury, Meursault",10,other,
Domaine Jean Royer,10,other,
"Domaine Marc Colin, Saint-Aubin",10,other,
Domaine Privé,10,other,
"Domaine Rolet Père et Fils, Arbois",10,other,
Domaine Servin,10,other,
"Domaine de la Janasse, Courthézon",10,other,
Domaine des Bernardins,10,other,
"Domaine des Comte Lafon, Meursault",10,other,
Domaines B. Magrez,10,other,
Domaines Perse (Pavie),10,other,
Dow's,10,other,
Dufouleur Pere Et Fils,10,other,
"Emmanuel Rouget, Vosne-Romanée",10,other,
F.X. Pichler,10,other,
"Famille Hugel, Riquewihr",10,other,
Fonseca’s,10,other,
Gagnard-Delagrange,10,other,
"Geantet-Pansiot, Gevrey-Chambertin",10,other,
"Georg Breuer, Rheingau",10,other,
Graham's,10,other,
"Guffens-Heynen, Vergisson",10,other,
Guibert de la Vaissière,10,other,
Hans Schwarz,10,other,
Hugel et Fils,10,other,
Héritiers Louis Jadot,10,other,
IGP Pays d'Herault,10,other,
Icy Liu,10,other,
Jean-Luc Thunevin,10,other,
Jim Barry,10,other,
"Joseph Phelps, Napa Valley",10,other,
"João Portugal Ramos Vinhos, Estremoz",10,other,
Joël et Sylvie Cirotte - Domaine La Croix Saint-Laurent,10,other,
Koji et Jae Hwa,10,other,
"Lamborghini, Panicale",10,other,
Laurent Père et Fils,10,other,
"Le Ragnaie, Montalcino",10,other,
Louis Boillot,10,other,
Lucien Boillot,10,other,
"Marchese Antinori, Firenze",10,other,
Marchese Incisa della Rochetta,10,other,
"Mark Haisma, Gilly-Les-Citeaux",10,other,
Masi Agricola S.p.A.,10,other,
Meo Camuzet,10,other,
Michel Noëllat,10,other,
Michel Noëllat et Fils,10,other,
Mommessin (Monopole),10,other,
Musella,10,other,
Obrist SA,10,other,
Odoul-Coquard,10,other,
Parker Estate,10,other,
Pierre Laforest,10,other,
Piguet-Girardin,10,other,
"Podere San Cristoforo, Bagno di Gavorrano",10,other,
Poisot Père & Fils,10,other,
"R. Fowler, Mount Benson",10,other,
Realm Cellars,10,other,
Ridge,10,other,
"Robert Mondavi & Baron Philippe de Rothschild, Napa Valley",10,other,
San Marzano Vini S.p.a.,10,other,
Stonestreet Winery (Kalifornien),10,other,
"Tenuta La Volta, Barolo",10,other,
"Tenuta Quvestra, Santa Maria della Versa",10,other,
"Tenuta dell'Ornelia, Bolgheri",10,other,
Tenute Silvio Nardi,10,other,
"Tokaj Kereskedohaz, Tokaji",10,other,
Trimbach,10,other,
VILLA CONTEA SA,10,other,
Veuve Clicquot,10,other,
Vieux Chateau Certan,10,other,
"Weingut Emmerich Knoll, Wachau",10,other,
Weingut F. X. Pichler,10,other,
"Weingut Franz Keller, Baden",10,other,
le Château de Perroy Holding S.A.,10,other,
trockener Wein von Ch. Suduiraut,10,other,
"Albert Bichot - Domaine Long-Depaquit, Beaune",9,other,
Anders Frederik Steen,9,other,
Antoine Lepetit de la Bigne,9,other,
Azienda Agricola Albino Armani,9,other,
Azienda Agricola Fontodi,9,other,
"Baccarat crystal decanter, only 2000 bottles produced",9,other,
Bas-Armagnac,9,other,
Biondi-Santi - Tenuta Il Greppo,9,other,
Bottled in 1949,9,other,
Bottled in 2020,9,other,
"Camille & Guillaume Boillot, Meursault",9,other,
Cantina Paolo Monti,9,other,
Cantine Giorgio Lungarotti a.r.l.,9,other,
Cappellano,9,other,
"Cardinale Winery, Napa Valley",9,other,
Castellani Spa,9,other,
"Castiglion del Bosco, Montalcino",9,other,
Cave Fayolle Fils et Filles,9,other,
Ceretto,9,other,
Ch. Ausone,9,other,
Ch. Gruaud Larose,9,other,
Ch. Talbot,9,other,
Ch. Troplong Mondot,9,other,
"Champagne Jacquart, Reims",9,other,
Chantemerle,9,other,
Chateau La Conseillante,9,other,
Chateau La Fleur Petrus,9,other,
Chateau Leoville-Las Cases,9,other,
Christian Moueix,9,other,
Château Bernadotte,9,other,
Château Charmail,9,other,
Château Croque Michotte,9,other,
Château Destieux,9,other,
Château Fayat,9,other,
Château Jean Faure,9,other,
Château La Lagune,9,other,
"Château Lagrezette, Caillac",9,other,
Château Laroze,9,other,
Château Nénin,9,other,
Château Phélan Ségur,9,other,
Château Pichon Longueville Comtesse de Lalande,9,other,
Château d'Arche,9,other,
Château de Parenchère,9,other,
Château du Domaine de l'Église,9,other,
Château l'Enclos Haut Mazeyres,9,other,
Clarendon Hills (Shiraz),9,other,
Clos Saint-Jacques,9,other,
Clos de Sarpe,9,other,
Coche Dury,9,other,
"Comm. G.B. Burlotto, Verduno",9,other,
"Compañia de Vinos Telmo Rodríguez, Lanciego",9,other,
Concha y Toro & Mouton Rothschild,9,other,
Conterno Fantino,9,other,
Cormeil Figeac,9,other,
"Dal Forno Romano, Cellore d'Illasi",9,other,
David Moret,9,other,
De Montille Soeur Frère,9,other,
Decelle & Fils (Domaine),9,other,
"Domaine Adrien & Jean-Claude Belland, Santenay",9,other,
"Domaine Albert Grivault, Meursault",9,other,
Domaine Arlaud,9,other,
"Domaine Audiffred, Vosne-Romanée",9,other,
Domaine Billaud-Simon,9,other,
Domaine Chapoutier,9,other,
"Domaine Coche-Dury, Meursault",9,other,
Domaine Cornu,9,other,
"Domaine Georges Lignier & Fils, Morey-Saint-Denis",9,other,
"Domaine Ghislaine Barthod, Chambolle-Musigny",9,other,
"Domaine Hauvette, St-Rémy-de-Provence",9,other,
"Domaine Henri Bonneau, Châteauneuf du Pape",9,other,
Domaine J.L. Chave,9,other,
"Domaine Jean Chartron, Puligny-Montrachet",9,other,
"Domaine Jean Yves Bizot, Vosne-Romanée",9,other,
"Domaine Larue, Saint-Aubin",9,other,
"Domaine Louis Carillon, Puligny-Montrachet",9,other,
"Domaine Louis Remy, Morey-Saint-Denis",9,other,
Domaine M. Bouzereau,9,other,
Domaine P . Usseglio,9,other,
"Domaine Rougeot Père et Fils, Meursault",9,other,
"Domaine Thomas-Collardot, Puligny-Montrachet",9,other,
"Domaine de Chassorney, Saint-Romain",9,other,
Domaine du Clos de Tart,9,other,
"Dominio de Pingus, Quintanilla de Onésimo",9,other,
Eisele Vineyard,9,other,
Emmerich Knoll,9,other,
"F.E. Trimbach, Ribeauville",9,other,
Forey Père et Fils,9,other,
"Franck Balthazar, Cornas",9,other,
François & Fils,9,other,
François Gaunoux,9,other,
Frederic Esmonin,9,other,
"Georges Noëllat, Vosne-Romanée",9,other,
Graham,9,other,
"Graves, negociant Jean Nony",9,other,
"Heymann-Löwenstein, Mosel",9,other,
"Il Poggione, Montalcino",9,other,
J. Goudoulin,9,other,
Jean Boillot,9,other,
"Jules Desjourneys, La Chapelle de Guinchay",9,other,
Justin Vineyards,9,other,
Kosta Browne Winery,9,other,
La Peira,9,other,
La Rioja Alta S.A.,9,other,
La Spinetta,9,other,
Latour-Giraud,9,other,
"Les Vignobles Foncalieu, Carcassonne",9,other,
Les Vins de Vienne,9,other,
Louis Jadot (domaine),9,other,
Louis Saladin & Filles,9,other,
"Loïc Pasquet - Liber Pater, Landiras",9,other,
Luce della Vite,9,other,
"M. Chapoutier, Tain L'Hermitage",9,other,
"M. Chapoutier, Tain-l'Hermitage",9,other,
Maratray-Dubreuil,9,other,
Marquis Alesme Castle,9,other,
"Marqués de Murrieta, Logroño",9,other,
Maurizio Zanella,9,other,
Michel Brac de La Perrière,9,other,
Michel Gros,9,other,
"Michel Pont et Ses Enfants, Savigny-les-Beaune",9,other,
Mommessin,9,other,
"Mommessin, Morey-Saint-Denis",9,other,
"Monteverro, Capalbio",9,other,
"Moulin Touchais, Doué-la-Fontaine",9,other,
"Moët et Chandon, Epernay",9,other,
Mähler Besse,9,other,
"Nicolas Barbou, Oisly",9,other,
"Pascal Lachaux, Vosne-Romanée",9,other,
"Pauillac, 2nd wine Ch. Pibran",9,other,
Peby-Faugeres,9,other,
Pierre André,9,other,
"Pomerol, 2nd wie Ch. L'Évangile",9,other,
"Pomerol, 2nd wine Ch. Clinet",9,other,
"Pomerol, France",9,other,
Propriétaire,9,other,
"R. Lopez de Heredia Vina Tondonia, S.A.",9,other,
"Remy Martin, Cognac",9,other,
"Renzo Marinai , Panzano In Chianti",9,other,
"René Engel, Vosné-Romanée",9,other,
Robert Arnoux,9,other,
"Stéphane Bernaudeau, Martigné-Briand",9,other,
"Suntory Whisky, Japan",9,other,
Tenuta Trionoro,9,other,
"Terroir Al Limit Soc. Lda., Torroja del Priorat",9,other,
"The Mascot, Napa Valley",9,other,
Thomas Studach,9,other,
Tony de Lisio,9,other,
V erité Winery,9,other,
Vignoble Perse,9,other,
"Vilafonté, Paarl",9,other,
"Vincent Gaudry, Sury-en-Vaux",9,other,
Viña Errazuriz  S.A,9,other,
"Weingut C. von Schubert, Mosel",9,other,
"Weingut Lehner, Weinviertel",9,other,
Weingut von Winning,9,other,
bottled in 2008,9,other,
brut,9,other,
A. Clape,8,other,
"Adega Pedralonga, Caldas de Reis",8,other,
"Alain Gautheron, Chablis",8,other,
"Alain Voge, Cornas",8,other,
"Aldo Conterno, Monforte d'Alba",8,other,
Alpilles IGP,8,other,
Armagnac,8,other,
Az.Ag. Veglio Mauro,8,other,
Azienda Agricola Conterno - Fantino,8,other,
Azienda Agricola Elio Grasso,8,other,
Azienda Agricola Roberto Sarotto,8,other,
Azienda Agricola Stra,8,other,
Beaulieu Vineyard,8,other,
Bernard Millot,8,other,
Bodegas Barón de Ley,8,other,
"Bodegas Faustino, Oyon",8,other,
Bodegas y Vinedos Pintia S.A.,8,other,
Bordeaux Blanc du Château d'Yquem,8,other,
"Boroli, Castiglione Falletto",8,other,
Bottled in 1973,8,other,
Bottled in 1986,8,other,
Bottled in 2016,8,other,
Bruno Giacosa (rote Etikette),8,other,
"Bruno Paillard, Reims",8,other,
"Campbeltown, Scotland; bottled in 01/2016",8,other,
"Campbeltown, Scotland; bottled in 10/2016",8,other,
"Canalicchio di Sopra, Montalcino",8,other,
"Cardinale, Napa Valley",8,other,
"Cascina Adelaide, Barolo",8,other,
Cave St-Pierre,8,other,
Ch. Clinet,8,other,
Ch. Laville Haut Brion,8,other,
Ch. Smith Haut Lafitte,8,other,
Ch. Sociando Mallet,8,other,
"Charles Heidsieck, Reims",8,other,
Chateau Feytit-Clinet,8,other,
Chauvenet-Chopin,8,other,
Château Balestard la Tonnelle,8,other,
Château Bardins,8,other,
Château Beau Soleil,8,other,
Château Beaumont,8,other,
Château Cabannieux,8,other,
Château Cantenac-Brown,8,other,
Château Chauvin,8,other,
Château Cissac,8,other,
Château Croix Mouton,8,other,
Château Croix de Labrie,8,other,
Château Doisy-Védrines,8,other,
Château Haut Breton Larigaudière,8,other,
Château Lamothe Bergeron,8,other,
Château Montelena,8,other,
Château Ormes de Pez,8,other,
Château Samion,8,other,
Château d'Arcins,8,other,
Château de Bea,8,other,
"Château de la Creusotte - Albert Morot, Beaune",8,other,
Château d’Issan,8,other,
Château la Commanderie (Saint-Estèphe),8,other,
Château la Couspaude,8,other,
Château le Le Caillou (Pomerol),8,other,
"Clau de Nell, Ambillou-Château",8,other,
Clos Beauregard,8,other,
Clos de la Vieille Eglise,8,other,
Clos des Grillons,8,other,
Comte Georges,8,other,
Comte de Neipperg.,8,other,
Croft,8,other,
"Cédric Bouchard, Celles-sur-Ource",8,other,
Côtes de Provence Rouge,8,other,
"Dal Forno Romano, Illasi",8,other,
"Daniel Senard, Aloxe-Corton",8,other,
Daphne Glorian,8,other,
David Abreu,8,other,
De La Solitude,8,other,
"Domaine Bart, Marsannay-la-Côte",8,other,
"Domaine Bernard Vaudoisey-Mutin, Volnay",8,other,
"Domaine Bonneau du Martray, Pernand-Vergelesses",8,other,
"Domaine Bruno Colin, Chassagne-Montrachet",8,other,
"Domaine Chandon de Briailles, Savigny-lès-Beaune",8,other,
"Domaine Chavy-Chouet, Meursault",8,other,
"Domaine Chevrot et Fils, Cheilly-les-Maranges",8,other,
Domaine Clos St. Jean,8,other,
"Domaine Comte Armand, Pommard",8,other,
"Domaine Comte Georges de Vogüe, Chambolle-Musigny",8,other,
"Domaine Confuron, Nuits-Saint-Georges",8,other,
Domaine Coquard Loison-Fleurot,8,other,
"Domaine Daniel Rion, Premeaux-Prissey",8,other,
"Domaine Dubois Bernard et Fils, Chorey-les-Beaune",8,other,
Domaine Francois Lamarche,8,other,
"Domaine Gour de Chaulé, Gigondas",8,other,
"Domaine Gros CH. & Fils, Premaux-Prissey",8,other,
"Domaine Henri Clerc & Fils, Puligny-Montrachet",8,other,
"Domaine Henri Rebourseau, Gevrey-Chambertin",8,other,
Domaine Hudelot-Noellat,8,other,
Domaine Jean Gros,8,other,
"Domaine Jean Gros, Vosne-Romanée",8,other,
"Domaine Jean-Louis Chave, Mauves en Ardèche",8,other,
"Domaine Louis Latour, Beaune",8,other,
Domaine Louis Lequin,8,other,
"Domaine Michel Gros, Vosne-Romanée",8,other,
"Domaine Morey Coffinet, Chassagne-Montrachet",8,other,
"Domaine Philippe Chavy, Puligny-Montachet",8,other,
"Domaine Pierre Damoy, Gevrey-Chambertin",8,other,
"Domaine René et Vincent Dauvissat, Chablis",8,other,
"Domaine Réne Rostaing, Ampuis",8,other,
Domaine Tortochot,8,other,
Domaine Trimbach,8,other,
Domaine d'Elise,8,other,
Domaine de Courcel,8,other,
Domaine de Trévallon,8,other,
Domaine de l'Arlot,8,other,
"Domaine des Clos Gregoire Bichot, Nuits-Saint-Georges",8,other,
"Domaine des Tours, Sarrians",8,other,
Domaine du Clos Frantin,8,other,
"Domaine du Vieux Télégraphe, Bédarrides",8,other,
Domaines Jander,8,other,
Dona Maria,8,other,
Duo de Conseillante,8,other,
Dupont-Fahn,8,other,
"Edetària, Gandesa",8,other,
"Eugène Dupas Frères, Beaune",8,other,
"Firma Goethals Vandemaele, BB",8,other,
"Fontanafredda, Serralunga d'Alba",8,other,
Fonterutoli,8,other,
"Franco Conterno, Monforte d'Alba",8,other,
"Franz Hirtzberger, Wachau",8,other,
François Lumpp,8,other,
Frédéric Leprince,8,other,
Gaal Pincészete Mád,8,other,
Gerard Mugneret,8,other,
"Giovanni Corino, La Morra",8,other,
"Gérard Boulay, Sancerre",8,other,
"Haut-Médoc, 2nd wine Ch. Sociando-Mallet",8,other,
Herb Lamb,8,other,
"Héritière Louis Remy, Morey-Saint-Denis",8,other,
Jean-Claude Bachelet,8,other,
"Joliette, Jurançon",8,other,
Joseph Voillot,8,other,
Kanonkop Estate,8,other,
"Kanonkop Wine Estate, Stellenbosch",8,other,
Kapcsandy Family Winery,8,other,
"Kistler, Sonoma Valley",8,other,
La Jota Winery,8,other,
La Monardière,8,other,
Larue,8,other,
Le Chemin,8,other,
Le Ragnaie,8,other,
Les Pallières,8,other,
Levy & McClellan,8,other,
Limited Edicition: Year 2000 number 0904/2000 bottle finished with 24K gold gilded,8,other,
Limited Edicition: Year 2000 number 0912/2000 bottle finished with 24K gold gilded,8,other,
Lisini,8,other,
Louis Kremer,8,other,
Lucie et Auguste Lignier,8,other,
Maison Ambroise,8,other,
"Maison Bertrand Ambroise, Premeaux-Prissey",8,other,
"Maison Charlopin Tissier, Morey-Saint-Denis",8,other,
Maison Louis Latour,8,other,
Maison Trimbach,8,other,
Marcassin Winery,8,other,
"Marchesi de' Frescobaldi, Tuscany",8,other,
"Margaux, 2nd wine Ch. Du Tertre",8,other,
"Margaux, 2nd wine Ch. Rauzan-Ségla",8,other,
Marguet Pere et Fils,8,other,
Marthe Henry,8,other,
"Massolino, Serralunga d'Alba",8,other,
Michele Reverdito,8,other,
"Millahue, Cachapoal Valley",8,other,
"Mommessin, Mâcon",8,other,
Mähler-Besse SA,8,other,
Newton Vineyard,8,other,
"Nicolas Jacob, Cesancey",8,other,
"Olivier Leflaive,  Puligny-Montrachet",8,other,
Olivier Riviere,8,other,
Oporto,8,other,
Palandri,8,other,
"Pauillac, 2nd wine of Château Mouton Rothschild",8,other,
"Paul Hobbs Nathan Coombs Estate, Napa Valley",8,other,
"Penfolds, Barossa Valley",8,other,
"PerUs, Oakville",8,other,
"Peter Michael Winery, Oakville",8,other,
Philipponnat,8,other,
"Pierre Girardin, Meursault",8,other,
"Pierre Morey, Meursault",8,other,
"Pol Roger, Épernay",8,other,
"Pomerol, 2nd wine Ch. Nenin",8,other,
Prosper Maufoux,8,other,
Puisseguin-Saint-Émilion,8,other,
"Richard Leroy, Bellevigne-en-Layon",8,other,
Robert Weil,8,other,
"Roberto Fossati, Cassaleggio Boiro",8,other,
"Roumier, Georges",8,other,
Réne Rostaing,8,other,
"Saint-Émilion, 2nd wine Ch. Angelus",8,other,
"Salon, Le Mesnil sur Oger",8,other,
Salvatore Molettieri,8,other,
"Shangri-La, Yunnan",8,other,
"Sint-Sixtusabdij, Westvleteren",8,other,
"Speyside, Scotland; bottled in 01/2015",8,other,
"Stella di Campalto, Montalcino",8,other,
"Sylvain Cathiard, Vosne-Romanée",8,other,
Sylvain Loichet,8,other,
"Talenti, Montalcino",8,other,
Tenuta Rapitalà,8,other,
Tenuta Sette Ponti,8,other,
Tenuta Trinoro,8,other,
"Tenuta dell'Ornellaia, Castegneto Carducci",8,other,
"Tenute Galfano, Marsala",8,other,
Tenute Ruffino s.r.l. Società Agricola,8,other,
"Uitkyk Estate, Stellenbosch",8,other,
Umani Ronchi,8,other,
V erget,8,other,
VdP de L'Hérault,8,other,
"Veuve Clicquot Ponsardin, Reims",8,other,
Vignobles Comtes von Neipperg,8,other,
"Viñedos Sierra Cantabria, Rioja",8,other,
Warre's,8,other,
Wild Duck Creek,8,other,
Xavier Gerard,8,other,
bottled in 1994,8,other,
"A & A Devillard, Mercurey",7,other,
A.Gerin,7,other,
Abbaye de Mont,7,other,
Albert Grivault,7,other,
"Alfredo Prunotto, Alba",7,other,
"Alvaro Palacios, Priorat",7,other,
"Antoine-Marie Arena, Patrimoniu",7,other,
"August E. Anhauser, Nahe",7,other,
"Avignonesi, Montepulciano",7,other,
Azienda Agricola Matteo Correggia Di Costa Ornella,7,other,
Azienda Falesco,7,other,
"Baron Philippe de Rothschild & Robert Mondavi, Napa Valley",7,other,
Batasiolo S.p.A.,7,other,
Belair-Coubet,7,other,
"Benjamin Leroux, Beaune",7,other,
Bindella,7,other,
"Biondi Santi - Tenuta Greppo, Montalcino",7,other,
Blankiet Estate Vineyards,7,other,
"Bodegas Toro Albala, Montilla",7,other,
Bond Estate,7,other,
"Bonneau du Martray, Pernand-Vergelesses",7,other,
Bottled 06/08/2021,7,other,
Bottled 2005,7,other,
Bottled in 1977,7,other,
"Bouchard Père et Fils, Beaune",7,other,
"Brendan Stater-West, Chacé",7,other,
COL D'ORCIA S.r.l. Società Agricola,7,other,
"Campe' della Spinetta, Grinzane Cavour",7,other,
Cantina Valpantena Verona,7,other,
Casa Defra,7,other,
Castello die Rampolla,7,other,
Cathiard-Molinier,7,other,
Ch. La Fleur Petrus,7,other,
Ch. Pape Clement,7,other,
Ch. Trotanoy,7,other,
Champagnes Charles Heidsieck,7,other,
Chateau Clinet,7,other,
Chateau Coutet,7,other,
Chateau Duhart-Milon,7,other,
Chateau Haut-Bailly,7,other,
Chateau La Grave a Pomerol,7,other,
Chateau Tronquoy-Lalande,7,other,
Chateau Trotanoy,7,other,
Chateau d'Armailhac,7,other,
Chateau de Saint Cosme,7,other,
Chivas Brothers Ltd (Bballantine's),7,other,
Château Belle-Brise,7,other,
Château Bellevue Mondotte,7,other,
Château Blaignan,7,other,
Château Bolaire,7,other,
Château Bonalgue,7,other,
Château Branaire-Ducru,7,other,
Château Cap de Faugères,7,other,
Château Castera,7,other,
Château Chambert-Marbuzet,7,other,
Château Coutelin-Merville,7,other,
Château Deyrem Valentin,7,other,
Château Falfas,7,other,
Château Faurie de Souchard,7,other,
Château Figeac,7,other,
Château Grand Corbin-Despagne,7,other,
Château Lafaurie-Peyraguey,7,other,
Château Lagrange,7,other,
Château Mont-Redon,7,other,
Château Puy Bardens,7,other,
Château Tayac,7,other,
Château d'Arsac,7,other,
"Château de Beaucastel, Châteauneuf-du-Pape",7,other,
Château de Carles,7,other,
"Château de Gaube, Perquie",7,other,
Château de La Rivière,7,other,
"Château de Ségriès, Lirac",7,other,
"Château de la Gardine, Châteauneuf-du-Pape",7,other,
Château du Branda,7,other,
Château du Breuil,7,other,
Château du Cauze,7,other,
Château la Croix Saint-Georges,7,other,
Château le Castélot,7,other,
Clos Du Jas,7,other,
"Comm. G B Burlotto, G. B. Burlotto, Verduno",7,other,
"Compañia Vinicola del Norte de España, Haro",7,other,
Comte Liger-Belair,7,other,
Comte de Vogüé,7,other,
Concha y Toro,7,other,
Côtes Canon-Fronsac,7,other,
Côtes de Bordeaux,7,other,
"Dal Forno Romano, Verona",7,other,
Daniel und Martha Gantenbein,7,other,
Daphne Gloria,7,other,
Descendientes de J. Palacios S.L.,7,other,
"Dhondt-Grellet, Flavigny",7,other,
Di Giovanna,7,other,
"Di Giovanna, Terre Siciliane IGT",7,other,
Distillata da Jacopo Poli,7,other,
